2	3	4
m159	GIBBS	How did you get off the island?
m159	JACK	We're catching up!
m159	GIBBS	What's in your head to put you in such a fine mood?
m159	JACK	She can hold a bit longer.
m159	GIBBS	We'd best drop canvas sir!
m159	JACK	That he is.
m159	GIBBS	Kid's a bit of a stick isn't he?
m159	GIBBS	And you've got that have you?
m159	JACK	Not if the fool has something Barbossa wants.  Something he needs.
m159	GIBBS	A fool's errand.
m159	JACK	Aye and that's why I know where it's going to be and that's why I know what Barbossa is up to.  All I need is a crew.
m159	GIBBS	Jack it's a fool's errand: You've heard the tales they tell about the Pearl.
m159	JACK	I'm going after the Black Pearl. I know where it's going to be and I'm going to take it.
m159	GIBBS	Say again?
m159	JACK	Now where I wonder would they have gotten that idea?
m159	GIBBS	Oh there's a hard tale Jack. Most of the decent pirates in town won't sail with you -- seem to think you're a jinx.
m159	JACK	First -- have you found me a crew?
m159	GIBBS	Make it last then.  Now what's the nature of this venture of yours?
m159	GIBBS	Aye that'll about do it.
m159	JACK	Well fortunately I know how to counter it.  The man who did the waking buys the man who was sleeping a drink and the man who was sleeping it drinks it while listening to a proposition.
m159	GIBBS	Curse you for breathing you slack- jawed idiot.  Mother's love Jack you know better than to wake a man when he's sleeping.  It's bad luck!
m159	GIBBS	Will -- it'll go worse for us -- for Elizabeth especially -- if we fight.
m159	WILL	We can at least fight -- we might be able to kill a few--
m159	GIBBS	That we are.
m159	WILL	We're not going to just surrender!
m159	GIBBS	It's a signal.  If we resist it won't just be death.  There'll be torture as well.
m159	WILL	How did he get off the island?
m159	GIBBS	Jack gave hisself up for the sake of his loyal crew.  He was marooned on an island left there to die.
m159	GIBBS	Ah -- he's learned then.  Plays things more close to the vest. See Jack was a cartographer back in Old England.  Somehow he came by the money to commission the Pearl. Hired himself a crew promised each man an equal share.  So they're forty days out and the First Mate says everything's an equal share that should mean the location of the island too.  So Jack gave up the bearings.  That night there was a mutiny.
m159	WILL	What?  He never told me that.
m159	GIBBS	I'll tell lee.  Now Jack Sparrow has an honest streak in him and that's where the whole problem starts.  This was when he was Captain of the Black Pearl --
m159	WILL	Really?  So ... what's the story on the pistol?
m159	GIBBS	Now lad just because it don't point north don't mean it don't work.  That compass gives bearings to the Isla de Muerta wherever it may lay.
m159	WILL	How do we expect to find an island no one can find -- with a compass that doesn't work?
m159	WILL	I know.  That was for the smell.
m159	GIBBS	Blast it I'm already awake!
m159	NORRINGTON	I don't think that will be necessary.
m159	GILLETTE	Sir!  Shall I break out the cannons?
m159	NORRINGTON	Wait for my order -- what the blazes is that?
m159	GILLETTE	All the men in place sir.  Ready to fire.
m159	NORRINGTON	Better to see it at the bottom of the sea than in the hands of a pirate.
m159	GILLETTE	Hands!  Come about!  Jackets off the cannons!  We are to fire on our own ship?
m159	NORRINGTON	We need only to come about to put them in range of the long nines.
m159	GILLETTE	The wind is quarter from astern ... by the time we're underway we'll never catch them.
m159	NORRINGTON	Raise the sails.
m159	JACK	As likely as not.  Will short up the anchor we've got ourselves a ship!
m159	GILLETTE	Agreed.  You have the momentary advantage sir.  But I will see you smile from the yard arm sir.
m159	JACK	Fine by me.  We brought you a nice little boat so you can all get back to shore safe and sound.
m159	GILLETTE	Sir I'll not see any of my men killed or wounded in this foolish enterprise.
m159	JACK	We'll see about that.
m159	GILLETTE	You understand this ship cannot be crewed by only two men.  You'll never make it out of the bay.
m159	JACK	Dead serious.
m159	MURTOGG	I said no lies.
m159	JACK	None?  Very well.  You rumbled me. I confess: I intend to commandeer one of these ships pick up a crew in Tortuga and go on the account do a little honest pirating.
m159	JACK	Smith.
m159	MURTOGG	What's your name?
m159	JACK	That so?  I've heard of one supposed to be fast neigh uncatchable ... the Black Pearl?
m159	MURTOGG	Oh the Dauntless is the power in these waters true enough -- but there's no ship that can match the Interceptor for speed.
m159	JACK	That's a fine goal I'm sure ... But it seems to me a ship like that --  -- makes this one here just a wee superflous.
m159	JACK	This must be some important boat.
m159	MURTOGG	No ... somone has to make sure this dock stays off-limits to civilians.
m159	JACK	Some sort of to-do up at the fort eh?  You two weren't invited?
m159	JACK	Sorry I didn't know.
m159	MURTOGG	This dock is off-limits to civilians.
m159	JACK	I'll slip in talk them into to come out and you'll be free to blow holy high heaven the whole lot of them.
m159	NORRINGTON	I'll be at the wheel myself.
m159	JACK	That chart I drew up'll get you past the reefs.  If you're steersman's good enough that is.
m159	JACK	I knew you'd listen to reason!
m159	NORRINGTON	Nothing I wouldn't be please to be rid of.
m159	JACK	They left me stranded.  Twice. What have you got to lose?
m159	NORRINGTON	You would do that?
m159	JACK	Funny I was thinking along those lines.  How about you let me go in alone and while you're setting up an ambush I'll trick the pirates out to you.
m159	NORRINGTON	I don't like the situation Mister Sparrow.  The island is riddled with caves.  I will not put my men at a disadvantage.
m159	NORRINGTON	By remembering that I serve others not only myself.
m159	JACK	Norrington think about it ... the Black Pearl its captain and crew ... the last pirate threat in the Caribbean.  How can you pass that up?
m159	NORRINGTON	We are bound for Port Royal not Isla de Muerta.
m159	JACK	We had time to get to know each other.
m159	NORRINGTON	Indeed.
m159	JACK	But it seems to be enough to condemn him.
m159	JACK	Ah but you have heard of me.
m159	NORRINGTON	Taking stock: you've got a pistol with only one shot a compass that doesn't point north ... and no ship.  You are without a doubt the worst pirate I have ever heard of.
m159	JACK	Captain Jack Sparrow.  If you please.
m159	NORRINGTON	Well well... Jack Sparrow isn't it?
m159	JACK	The worst.  On the other hand maybe I'm a man who can't pass up a chance for revenge against the black-hearted bastard who stole my ship and left me to die in the middle of the ocean -- twice! -- and who knows how to get what he wants.  Now that's a great pirate.
m159	WILL	Well you're the worst pirate I've ever heard of.  You're a man who can be trusted who can be counted on and who can't betray his friends.  What kind of pirate is that?
m159	JACK	-- and its guns and crew will cut you and your men to pieces the moment you step outside these caves.
m159	WILL	Jack!
m159	JACK	It's the right way.
m159	WILL	Are you certain this is the right way?
m159	JACK	Don't talk.  These caves magnify sound.  Just follow me.
m159	WILL	Jack!
m159	JACK	Do you have any idea where you're going?
m159	WILL	My name is Will Turner the son of Bootstrap Bill Turner.  His blood runs in my veins.  You need my blood.  And on my word I will pull this trigger and sink all the way down to Davy Jones' Locker!
m159	JACK	Will -- don't do anything stupid! Don't say anything stupid --
m159	JACK	I'm sure.  When you've led the kind of life that I have there are debts that must be paid.  Maybe I can balance the scales a little.
m159	WILL	Are you sure?  Jack -- this is not something you have to do.
m159	JACK	Go to the opposite end of the island and signal the ship.  I'll keep 'em busy.
m159	JACK	I'll lead them away.
m159	WILL	No.
m159	JACK	This way!
m159	WILL	Miss Swann!  We're here to rescue you!  It's going badly!
m159	JACK	On whether the stories are all true.  If they are that's a waterfall that spills over at high tide with a short drop to an underground lagoon.  If not --
m159	WILL	On what?
m159	JACK	Depends.
m159	WILL	What's that?
m159	WILL	Barbossa.
m159	JACK	But I survived.  And I still have that single shot.  It's meant for one man.  My mutinous first mate--
m159	JACK	The pistol.  When a pirate is marooned Will he's given a pistol with a single shot.  No good for hunting or surviving really.  But after three weeks of starvation and thrist -- the option of that pistol begins to look good.
m159	WILL	Wait -- what about the pistol?
m159	JACK	These are the only ones worth having.  And we're going to need them --
m159	WILL	Shut up before you lose them all!
m159	JACK	Don't worry.  I've already got a Quartermaster -- there!
m159	WILL	Just do it quickly.
m159	JACK	Oh -- did I forget to mention that?
m159	WILL	Tortuga?
m159	JACK	Then that's not much incentive for me to fight fair is it?
m159	WILL	You didn't beat me.  You ignored the rule of engagement.  In a fair fight I'd kill you.
m159	JACK	Put it away Will.  It's not worth getting beat again.
m159	WILL	My father -- was not -- a pirate!
m159	JACK	Sure -- because he could always go pirating.
m159	WILL	My father did not think of my mother -- his family -- as a burden.
m159	JACK	You think your father is the only man who ever lived the Glasgow life telling folk one thing and then going off to do another? There's quite a few who come here hoping to amass enough swag to ease the burdens of respectable life. And they're all 'merchant marines.'
m159	WILL	He was a merchant marine!  He was a respectable man who obeyed the law and followed the rules--
m159	JACK	Figured you wouldn't want to hear it.
m159	WILL	It's not true my father was a pirate.
m159	JACK	I swear you look just like him.
m159	WILL	That's not true.
m159	JACK	Good man.  Good pirate.  And clever -- I never met anyone with as clever a mind and hands as him. When you were puzzling out that cell door it was like seeing his twin.
m159	WILL	'Bootstrap?'
m159	JACK	I knew him.  Probably one of the few he knew him as William Turner. Most everyone just called him Bill or 'Bootstrap' Bill.
m159	WILL	My father.  William Turner?
m159	JACK	Is that so?
m159	WILL	I worked passage from England as a cabin boy.  After my mother passed I came out here ... looking for my father.
m159	JACK	For a man whose made an industry of avoiding boats you're a quick study.
m159	WILL	Aye!  Avast!
m159	JACK	Everybody stay calm.  We're taking over the ship!
m159	JACK	Remarkable how often those two traits coincide.
m159	WILL	This is either crazy or brilliant.
m159	JACK	So's breaking a man out of jail. Face it Will: you may say you'll never be a pirate but you're off to a rip-roaring start.  My advice -- smile and enjoy it.
m159	WILL	It's still against the law.
m159	JACK	Commandeer.  We're going to commandeer a ship.  Nautical term.
m159	WILL	We're going to steal a ship?  That ship?
m159	JACK	No worries there.  She's far more likely to rot out from under us.
m159	WILL	I haven't set foot off dry land since I was twelve when the ship I was on exploded.  It's been a sound policy.
m159	JACK	Come aboard.
m159	JACK	Good.
m159	WILL	I'd die for her.
m159	JACK	My business Will.  As for your business -- one question or there's no use going.  This girl -- what does she mean to you?  How far are you willing to go to save her?
m159	WILL	Why are brothering with that?
m159	WILL	We need to go!
m159	JACK	Not without my effects.
m159	JACK	Agreed!
m159	WILL	Agreed.
m159	WILL	I helped build these cells.  Those are hook-and-ring hinges.  The proper application of strength the door'll lift free.  Just calls for the right lever and fulcrum ...
m159	JACK	How?  The key's run off.
m159	WILL	I can get you out of here.
m159	JACK	So it is that you found a girl. Well if you're intending to brave all and hasten to her rescue and so win fair lady's heart you'll have to do it alone.  I see no profit in it for me.
m159	WILL	Never.  They took Miss Swann.
m159	JACK	And you want to turn pirate yourself?
m159	WILL	Because you're a pirate.
m159	JACK	Why ask me?
m159	WILL	The ship's real enough.  So its anchorage must be a real place. Where is it?
m159	JACK	Surely you've heard the stories? The Black Pearl sails from the dreaded Isla de Mureta ... an island that cannot be found -- except by those who already know where it is.
m159	WILL	Where does it make berth?
m159	JACK	Somewhat.
m159	WILL	Are you familiar with that ship? The Black Pearl?
m159	WILL	No.  I can not just step aside and let you escape.
m159	JACK	Move!
m159	WILL	No.
m159	JACK	Move away.
m159	JACK	Pirate.
m159	WILL	You cheated.
m159	JACK	You need to find yourself a girl.  Or maybe the reason you practice three hours a day is you've found one -- but can't get her?
m159	WILL	I do.  And I practice with them. At least three hours a day.
m159	JACK	Who makes all these?
m159	JACK	Only a little.
m159	WILL	You threatened Miss Swann.
m159	JACK	Do you think this is wise boy? Crossing blades with a pirate?
m159	JACK	Ah.  Then it would be a shame to put a black mark on your record.  So if you'll excuse me ...
m159	WILL	I've made a point of avoiding familiarity with pirates.
m159	JACK	You look familiar ... Have I ever threatened you before?
m159	MURTOGG	Still --
m159	MULLROY	Mentioned it is more what he did.
m159	MURTOGG	That Jack Sparrow ... he talked about the Black Pearl.
m159	MURTOGG	If he were telling truth he wouldn't have told us.
m159	MULLROY	He may be.
m159	MURTOGG	He's not telling the truth.
m159	MULLROY	I think he's telling the truth.
m159	MURTOGG	And no lies!
m159	MULLROY	What's your business in Port Royal 'Mr. Smith'?
m159	MULLROY	Like I said there's no real ship as can match -- Hey!
m159	MURTOGG	... no.
m159	MULLROY	Oh and no ship that's not crewed by the damned and captained by a man so evil that hell itself spat him back out could possibly have black sails and therefore couldn't possibly be any ship other than the Black Pearl.  Is that what you're saying?
m159	MURTOGG	But I've seen a ship with black sails.
m159	MULLROY	No.
m159	MURTOGG	... No.
m159	MULLROY	You've seen a ship with black sails that's crewed by the damned and captained by a man so evil that hell itself spat him back out?
m159	MURTOGG	Yes I have.
m159	MULLROY	You haven't seen it.
m159	MURTOGG	Yes.
m159	MULLROY	You've seen the Black Pearl?
m159	MURTOGG	Yes.
m159	MULLROY	You've seen it?
m159	MURTOGG	Yes it is.  I've seen it.
m159	MULLROY	No it's not.
m159	MURTOGG	The Black Pearl is a real ship.
m159	MULLROY	There's no *real* ship as can match the Interceptor.
m159	SWANN	Dammit man it appears someone is stealing your ship!
m159	NORRINGTON	Please.
m159	SWANN	But --
m159	NORRINGTON	A moment.
m159	SWANN	Commodore --
m159	NORRINGTON	Bleak.  Very bleak.
m159	SWANN	Well she had a very taxing day... Ghastly weather tonight.
m159	NORRINGTON	No.  She hasn't.
m159	SWANN	Has my daughter given you an answer yet?
m159	NORRINGTON	An explosion in the powder magazine. Merchant vessels run heavily armed.
m159	SWANN	What happened here?
m159	SWANN	Where did he come from?
m159	NORRINGTON	He's still breathing.
m159	NORRINGTON	My apologies Governor.
m159	SWANN	Captain Norrington... I appreciate your fervor but I am concerned about the effect this subject will have on my daughter.
m189	LIZ	Let me see.
m189	ADELE	Peter-- you took this picture?
m189	LIZ	Be nice.
m189	ADELE	And Flash isn't?
m189	ADELE	At least this ensemble doesn't glow in the dark.
m189	LIZ	Well look who's dressing for success.
m189	LIZ	Peter Parker you have no idea what I did this weekend.  Or didn't do. It's no business of yours either way.
m189	ADELE	Time to get my bowling ball re drilled.
m189	LIZ	Oh beware of jealousy my lord the green-eyed monster...
m189	ADELE	Sexual tension...
m189	BEN	I'm always here Pete.
m189	PETER	I know.
m189	BEN	When you won that scholarship I was proud of you.
m189	BEN	-- no I mean... we... your Aunt May not wantin' kids and all... I mean we both...
m189	PETER	Oh come on Ben that's not--
m189	BEN	Yeah ya like to do things on your own  I been thinkin' lately.  Maybe I wasn't the ya know greatest dad--
m189	PETER	No no.
m189	BEN	Cause if you get in a bind--
m189	PETER	Oh sure.
m189	BEN	Ya set for uh ya know-- money?
m189	BEN	Yeah Babe Ruth you wasn't.
m189	PETER	Remember Little League?
m189	BEN	S'funny.  When your mom and dad uh passed away I had this idea. I wanted you to be the best baseball player in the world.
m189	PETER	Nonot really.
m189	BEN	Ya still follow the Mets Pete?
m189	BEN	Eh.  If I ever get out from under. Maybe take May to France or somethin'.
m189	PETER	I know.  Still thinking about retiring?
m189	BEN	Wasn't worth gettin' upset over a Milky Way.  Anyways I was never much for ya know discipline.
m189	PETER	You stop him?
m189	BEN	Ah ya know.  Neighborhood's not what it used to be.  Kid no more'n five swiped a candy bar the other day.
m189	PETER	Same old stuff.  How's the pharmacy?
m189	BEN	So uh... how's college goin'?
m189	PETER	No. No that's okay.
m189	BEN	What want a glass?
m189	PETER	Uh Uncle Ben I--
m189	BEN	Here you go Pete.
m189	HARRY	Or was it all a dream?
m189	FLASH	See?
m189	HARRY	I was there.
m189	FLASH	-- but they got it all wrong.  Any fool can figure it out.  Spider-Man nailed this guy!
m189	HARRY	Flash drop it--
m189	FLASH	No no listen. They're tryin' to say he was in cahoots with this killer--
m189	HARRY	Yeah take pity on the feeble minded.
m189	FLASH	Come on laughter's the best medicine!
m189	LIZ	Flash get lost.
m189	LIZ	Hm.  What a lump.
m189	FLASH	Mistake?  Hey guy get back here!
m189	LIZ	I saw him too.  He was silly and obnoxious.
m189	FLASH	Hey guys.  Check it out-- I saw this dud on the tube last night. He is incredibly cool.
m189	FLASH	I'm parked illegally!
m189	LIZ	I was sort of hoping to get out of--
m189	FLASH	Lizzy!
m189	HARRY	Oh. Well hang in there amigo.
m189	PETER	Well I've missed a lot of classes myself...
m189	HARRY	Oh I need your notes from the classes I missed.
m189	HARRY	I got you a present.
m189	PETER	Listen I do appreciate your concern but--
m189	HARRY	You get mugged or something?
m189	PETER	You're not half the idiot I am Harry.
m189	HARRY	And you let me go on about Rosomoff working me too hard?  I feel like a complete idiot.
m189	PETER	Mm-hmm.
m189	HARRY	Jesus Christ.
m189	HARRY	I am not pitiful!  I am the bridge to the Übermensch!
m189	PETER	Don't be pitiful.
m189	HARRY	You're so responsible it's disgusting. But you're my only friend... do you hate me?
m189	HARRY	Why home? The real world beckons man!  The possibilities are endless.  Want to go up to the World Trade Center and laugh at New Jersey?
m189	PETER	Great idea.  Let me get some shoes. I'll take you home.
m189	HARRY	Screw scholarships!   Universities are death!  They make slaves of us all with their fetid ideas!  Burn 'em down I say!
m189	PETER	I know.  I've got one too.
m189	HARRY	"Scholarship students must maintain dignity at all times."""""
m189	PETER	Let me guess.  The hunting dogs. You lost your scholarship.
m189	HARRY	"Harry Osborne diminishes the stature of the University."""""
m189	PETER	Harry
m189	HARRY	Ooooh.  Your feet are on fire.
m189	PETER	Harry!
m189	HARRY	A little bunny I saved from dissection.
m189	PETER	What's in there?
m189	HARRY	They'll never take me alive.
m189	PETER	You maniac.  You'll blow your scholarship.
m189	PETER	Right.
m189	HOGAN	You can be great kid just stick with it. But let me give you one little piece of advice... be a good guy.
m189	PETER	Oh look Mr. Hogan I'm really sorry about what happened in there. Really--
m189	HOGAN	How are you doing kid?
m189	HOGAN	Get away from me freak!
m189	PETER	Are you okay?
m189	PETER	That's not even close.
m189	HOGAN	Lemme down bugface!
m189	PETER	Now tell me you love me.
m189	JAMESON	No!  Now get outta my face kid.
m189	PETER	Can I get a word in edgewise?
m189	JAMESON	No! Washington Square manhole covers turn into flying saucers and radios explode like A-bombs.  Did you get pictures?
m189	PETER	Mr. Jameson--
m189	JAMESON	Bunch of kids at your goddamned college say their appliances attacked them.  Did you get pictures?
m189	PETER	You print pictures of Bigfoot!
m189	JAMESON	I don't give a gerbil's ass how you got 'em!  I can't print this surreal garbage!
m189	PETER	Double-exposures? But they're not-- I was in--
m189	JAMESON	I got a question college boy.  What the hell am I supposed to do with these!?  I ask for disaster pathos what do I get?  Salvador Dali!  When I want artsy-fartsy double-exposures I'll ask for--
m189	PETER	Mr. Jameson--
m189	JAMESON	I like enthusiasm.  That's why I use a lot of smart-ass kids.  Not just 'cause they work cheap.
m189	PETER	Well thanks.  You wouldn't believe what I went through to get those. Right after you took my camera this ambulan--
m189	JAMESON	I bet you don't think I appreciate you Parker.  I do.
m189	JAMESON	Gimme that.  Pick it up later.
m189	PETER	Can't focus...
m189	JAMESON	Seventy.  But I want blood and gore.  You know sexy stuff.
m189	PETER	Can we make it a hundred?
m189	JAMESON	Get inside and get pictures.  Fifty bucks.
m189	PETER	Yeah--
m189	JAMESON	Parker-- you go here right?  Got your camera?
m189	PETER	You taking extension classes Mr. Jameson?
m189	JAMESON	You make your own luck Parker! Get into the middle of things spend every day pounding the pavement of the city's mean streets--
m189	PETER	Come on that's pure luck!  The guy was in the right place at the right time--
m189	PETER	I think you're trying to tell me something.
m189	JAMESON	Too hip.  Your photos suck kid.
m189	JAMESON	Hmf-hrr?
m189	SPIDER-MAN	Oh that?  It'll come unstuck in a half-hour or so. Your mouth needs the rest.  Bye.
m189	SPIDER-MAN	Fine.
m189	JAMESON	Frmpph-yrr.
m189	SPIDER-MAN	Thank you.  Now repeat after me-- Spider-Man is a good guy. On the side of right and niceness and cute baby animals and all that.
m189	JAMESON	Police help!  Po-- mmph.
m189	SPIDER-MAN	Would you cool it already?
m189	JAMESON	I don't submit to blackmail!  The first amendment protects my freedom to tell the news as I imagine it and--
m189	SPIDER-MAN	Relax Jameson.  This is business. I know you want photos of me so I'll give your boy Parker an exclusive.  On one condition--
m189	PETER	Deal.  But don't tell anyone.  I want to keep a low profile.
m189	LEIBER	An even five I throw in the jacket.
m189	PETER	Two suits by tomorrow for $400?
m189	LEIBER	You're making my life difficult.
m189	PETER	How about tomorrow?
m189	LEIBER	Eh.  Week from tomorrow.
m189	PETER	A spider.  Eight legs.
m189	LEIBER	What's this? A cockaroach?
m189	PETER	Uh-huh. Look this should be skintight.  Bright colors.  Red maybe a deep midnight blue.
m189	LEIBER	No refund on the mask y'know. Health laws.
m189	SPIDER-MAN	Just about.  See I also have this amazing strength.
m189	LETTERMAN	Are you quite finished?
m189	SPIDER-MAN	Just about.  You see I also have this amazing strength...
m189	LETTERMAN	All right amazing.  Are you quite finished?
m189	SPIDER-MAN	Well...
m189	LETTERMAN	I'll hate myself in the morning for asking but what exactly makes you any more amazing than the average jerk on the street?
m189	SPIDER-MAN	Thanks I already ate.
m189	LETTERMAN	Can I get you a snack-- a housefly maybe?
m189	SPIDER-MAN	Just call me Spidey.
m189	LETTERMAN	I see.  So Amazing Spider-Man-- I'll assume that's not your given name--
m189	SPIDER-MAN	Sorry. I'm still getting the hang of this.
m189	LETTERMAN	Is that bug juice or are you just glad to see me?
m189	MAY	What if the world ends tomorrow?
m189	LIZ	What if you get hurt?
m189	MAY	Even if you've heard them a million times in every stupid pop song ever written.
m189	LIZ	Even if they're not clever.
m189	MAY	Some things you should say anyway.
m189	LIZ	He knew.
m189	MAY	Maybe I was hiding.  For years I never told Ben the one important thing.
m189	LIZ	I don't think he wants me to find him.
m189	MAY	When Peter was little he loved to hide.  In closets under the sink. He needed a secret place.  But when I'd look for him he'd laugh... he wanted to be found.
m189	LIZ	He left.  I couldn't believe it-- he just left!  It's as if he's somewhere else... I'm only getting a piece of him.
m189	PETER	Nah.
m189	LIZ	This may be the end of a beautiful friendship you know.
m189	LIZ	Why?
m189	PETER	Hold it.  Can we stop being clever just for a moment?
m189	LIZ	Hm.  Well I like you too.  I like your aunt.  I like your shoelaces. I like--
m189	PETER	I... I like you.  A lot.
m189	LIZ	Hello.  So very boring.  Peter Parker how do you feel about me this morning?
m189	PETER	Hello Liz.
m189	PETER	I'm here...
m189	LIZ	Peter?
m189	LIZ	Her cleverness that hard edge-- maybe they're the weakest part of her. The strong part is what's underneath.  The part she was protecting.  There's no reason to protect it... I think she's just finding that out now.
m189	PETER	Strong...
m189	LIZ	Ssh.  I always thought she was a strong person.  She is-- but not for the reasons I thought.
m189	PETER	Oh God I forgot to--
m189	LIZ	May's much better. She'll be out soon.
m189	LIZ	Just shut up and close your eyes. This'll hurt.
m189	PETER	I'm sorry about being a jerk this afternoon.
m189	PETER	Unh-huh.  Excuse me.  I've gotta go.
m189	LIZ	Hello.  Earth to Peter.  Are you listening?
m189	LIZ	I know what you mean.  I...
m189	PETER	Am I?  I'm not so sure.  I used to be sure of a lot of things.  Oh different things from week to week but now-- I'm not sure of anything anymore.
m189	LIZ	Listen.  You think you're responsible for everything that happens.  Don't flagellate yourself - and don't flatter yourself either.  You're not the center of the universe. You're just... Peter.
m189	PETER	You'd feel what?
m189	LIZ	"So?  The next day I'd read ""Peter Parker murdered and I'd feel..."
m189	PETER	Well, no.
m189	LIZ	You're not trained for that.  None of us are... I mean, sometimes I...  Okay, let's say you had gone back. What then?  Are you bulletproof?
m189	PETER	They keep saying there's nothing I could've done.  That's a lie.  I could've done something.  If only I'd paid attention to my feelings.
m189	PETER	I think I'd like that.
m189	LIZ	Do you mind if I come too?
m189	PETER	-- but at least Aunt May's okay now. I really have to stop by the hospital this afternoon.
m189	PETER	That was then.  I'm better since the lobotomy.
m189	LIZ	This from a man who winces at the cost of a pretzel?
m189	PETER	No, it wasn't only you-- it -- it just wasn't my style.  Hey, look-- let's go to lunch.  Someplace nice for a change.
m189	LIZ	Oh, don't do it on my account--
m189	PETER	Sort of.  I'm returning the-- that outfit that you hated so much. Maybe I can get my money back.
m189	LIZ	What's in the bag?  Garbage?
m189	LIZ	That wasn't clever.  That was just nasty.
m189	PETER	This from a girl who still plays with dolls.
m189	LIZ	Sit down and stop being such a child.
m189	PETER	I've got no problems.
m189	LIZ	What's your problem?
m189	PETER	Don't misquote Othello at me. Besides, you'd have to care about somebody to strangle them.
m189	PETER	I'm sure you kept warm.
m189	LIZ	Brrr.  It's colder than New Hampshire in here.
m189	PETER	Hi, Adele.
m189	LIZ	Eat alone, gotta read. Social defense tactic 17  Peter, that jacket is foul.  Lose your glasses?
m189	LIZ	Oh. Maybe I should, too--
m189	PETER	I've gotta study.
m189	LIZ	What are you doing this weekend?
m189	LIZ	Hurry up, Flash!
m189	PETER	I'd never admit that.
m189	LIZ	"Eugene.  Admit it, Peter-- you'd do anything for a nickname like Flash."""
m189	PETER	Does it have a human name?
m189	LIZ	Some prep school thing.
m189	PETER	"Flash Liz.  You're going out with something that calls itself Flash."""""
m189	LIZ	You should write that one down.
m189	PETER	But you like that in a man?
m189	LIZ	God Flash can be such a jerk.
m189	PETER	What?
m189	LIZ	You want to give them something but they'll just buy more Ripple. And they smell so... bad.
m189	PETER	I suppose.
m189	LIZ	Yeah.  Really gets to you if you let it.
m189	PETER	My my.
m189	LIZ	Since you're feeling guilty why not donate your pretzel to somebody who needs it?
m189	PETER	Maybe.  I could have stopped it though.
m189	LIZ	He'll weasel out of trouble. Again.
m189	PETER	Back to the lab.  Harry'll probably lose his scholarship.
m189	LIZ	Poor Harry.  Always desperate for attention.  What about the bunny?
m189	PETER	-- but the dogs treed him between Huxley and Kafka.
m189	PETER	Thank God.
m189	LIZ	No.  I was lying about the coffee.
m189	LIZ	I hate your relatives I hate your coffee I hate your shoes.
m189	PETER	I hate--
m189	LIZ	I hate people with alliterative names.
m189	PETER	I hate the Platonic idea of you.
m189	LIZ	Oh.  Well I hate you and everyone who looks like you.
m189	PETER	I lov-loathe Elizabeth Allan. Abhor detest despise--
m189	LIZ	Uh is a good start.
m189	PETER	I-- uh--
m189	LIZ	"Fill in the blank: """"I blank Elizabeth Allan."""""
m189	PETER	Huh?
m189	LIZ	It's never too early to be clever. Describe in a sentence how you feel about me.
m189	PETER	It's too early to be clever.
m189	LIZ	How very dull Peter Parker.
m189	PETER	Good morning Liz.
m189	ROZ	Precise equipment such as waldos
m189	MAROTTA	Roz? Rosomoff?  What is it?
m189	MAROTTA	Nope.  Maybe he skipped to Rio. Feds got troops surrounding every cyclotron on the continent.  Are you absolutely positive that one at E.S.U. is kaput?
m189	ROZ	Any sign of our friend?
m189	MAROTTA	Yeah Roz.
m189	ROZ	Peter-- my condolences.
m189	MAROTTA	Einstein right?  We'll see ya.
m189	ROZ	"No such thing as coincidence.  """"God does not play dice with the universe."""""
m189	MAROTTA	It's a lot of ground to cover. We'll try.  Funny coincidence huh?
m189	ROZ	Of course.
m189	ROZ	I know him.
m189	MAROTTA	You sure about all this?
m189	ROZ	And he'll need a cyclotron.  He can't use ours-- he's already destroyed it.  Guard every nuclear accelerator on the Eastern Seaboard.  New Haven Long Island two in Cambridge--
m189	MAROTTA	Toxic dumps huh.
m189	ROZ	There's an infinitely greater danger. If--  Listen.  The only thing Octavius cares about is repeating his experiment.  To do that he needs a radioactive catalyst SL 270.
m189	MAROTTA	Yeah that's fascinating but I'm just a fat dumb cop lookin' for a psycho killer--
m189	ROZ	Lieutenant I've triangulated recent bizarre events-- the Bronx Jersey Brooklyn-- all rippling out from--  Here.  The E.S.U. Science Center. Octavius' experiment seems to have opened a hole in space-time drastically changing the interrelation between molecular binding electromagnetism and gravity--
m189	MAROTTA	Right. We have reason to believe he also robbed an armored truck and killed two men. With the waldos.
m189	ROZ	Waldos.
m189	MAROTTA	But you said he went off a little after the accident when those mechanical arms--
m189	ROZ	Octavius wasn't the murderer type.
m189	MAROTTA	Some of him char-broiled bones. Teeth. We ruled out suicide.  Any bad blood between him and Ock?
m189	ROZ	So you've found Thorkel?
m189	MAROTTA	You were the last one to see Thorkel.  In Octavius' hospital room.
m189	MAY	He'll be fine. They won't tell me anything but I'm sure he'll be fine.
m189	PETER	How is he?
m189	MAY	I was napping on the couch.  There was a voice and a shot.  I woke up. Ben was looking at me.
m189	PETER	Aunt May what happened?
m189	MAY	Oh Ben gets through everything.
m189	PETER	It's fine.  Tell me what--
m189	MAY	Peter you're bleeding.
m189	MAY	See?  You big dullard.
m189	PETER	A match made in heaven.
m189	MAY	Use a fork.
m189	PETER	Funny thing happened after my physics class today. Harry Osborn--
m189	MAY	Absolutely no class.
m189	MAY	You were adorable.  The least you could do is use a glass.
m189	PETER	Oh not that.  You promised you'd burn it.
m189	MAY	Tofu.  Ben I wish you wouldn't.
